### Energy [MeV],Low dEdx [MeV*cm2/g],High dEdx [MeV*cm2/g]
1.088,27.0456,31.2432
1.089,27.0456,31.2197
1.09,27.0456,31.1963
1.091,27.0456,31.1729
1.092,27.0456,31.1496
1.093,27.0456,31.1263
1.094,27.0456,31.103
1.095,27.0456,31.0798
1.096,27.0456,31.0566
1.097,27.0456,31.0335
1.098,27.0456,31.0103
1.099,27.0456,30.9872
1.1,27.0456,30.9642
1.101,27.0456,30.9412
1.102,27.0456,30.9182
1.103,27.0456,30.8953
1.104,27.0456,30.8724
1.105,27.0456,30.8495
1.106,27.0456,30.8266
1.107,27.0456,30.8038
1.108,27.0456,30.7811
1.109,27.0456,30.7583
1.11,27.0456,30.7356
1.111,27.0456,30.713
1.112,27.0456,30.6904
1.113,27.0456,30.6678
1.114,27.0456,30.6452
1.115,27.0456,30.6227
1.116,27.0456,30.6002
1.117,27.0456,30.5777
1.118,27.0456,30.5553
1.119,27.0456,30.5329
1.12,27.0456,30.5106
1.121,27.0456,30.4882
1.122,27.0456,30.466
1.123,27.0456,30.4437
1.124,27.0456,30.4215
1.125,27.0456,30.3993
1.126,27.0456,30.3772
1.127,27.0456,30.355
1.128,27.0456,30.3329
1.129,27.0456,30.3109
1.13,27.0456,30.2889
1.131,27.0456,30.2669
1.132,27.0456,30.2449
1.133,27.0456,30.223
1.134,27.0456,30.2011
1.135,27.0456,30.1793
1.136,27.0456,30.1575
1.137,27.0456,30.1357
1.138,27.0456,30.1139
1.139,27.0456,30.0922
1.14,27.0456,30.0705
1.141,27.0456,30.0489
1.142,27.0456,30.0272
1.143,27.0456,30.0057
1.144,27.0456,29.9841
1.145,27.0456,29.9626
1.146,27.0456,29.9411
1.147,27.0456,29.9196
1.148,27.0456,29.8982
1.149,27.0456,29.8768
1.15,27.0456,29.8554
1.151,27.0456,29.8341
1.152,27.0456,29.8128
1.153,27.0456,29.7915
1.154,27.0456,29.7703
1.155,27.0456,29.7491
1.156,27.0456,29.7279
1.157,27.0456,29.7067
1.158,27.0456,29.6856
1.159,27.0456,29.6646
1.16,27.0456,29.6435
1.161,27.0456,29.6225
1.162,27.0456,29.6015
1.163,27.0456,29.5805
1.164,27.0456,29.5596
1.165,27.0456,29.5387
1.166,27.0456,29.5179
1.167,27.0456,29.497
1.168,27.0456,29.4762
1.169,27.0456,29.4554
1.17,27.0456,29.4347
1.171,27.0456,29.414
1.172,27.0456,29.3933
1.173,27.0456,29.3727
1.174,27.0456,29.352
1.175,27.0456,29.3315
1.176,27.0456,29.3109
1.177,27.0456,29.2904
1.178,27.0456,29.2699
1.179,27.0456,29.2494
1.18,27.0456,29.229
1.181,27.0456,29.2086
1.182,27.0456,29.1882
1.183,27.0456,29.1678
1.184,27.0456,29.1475
1.185,27.0456,29.1272
1.186,27.0456,29.107
1.187,27.0456,29.0867
1.188,27.0456,29.0665
1.189,27.0456,29.0464
1.19,27.0456,29.0262
1.191,27.0456,29.0061
1.192,27.0456,28.986
1.193,27.0456,28.966
1.194,27.0456,28.9459
1.195,27.0456,28.9259
1.196,27.0456,28.906
1.197,27.0456,28.886
1.198,27.0456,28.8661
1.199,27.0456,28.8462
1.2,27.0456,28.8264
1.201,27.0456,28.8066
1.202,27.0456,28.7868
1.203,27.0456,28.767
1.204,27.0456,28.7473
1.205,27.0456,28.7275
1.206,27.0456,28.7079
1.207,27.0456,28.6882
1.208,27.0456,28.6686
1.209,27.0456,28.649
1.21,27.0456,28.6294
1.211,27.0456,28.6099
1.212,27.0456,28.5904
1.213,27.0456,28.5709
1.214,27.0456,28.5514
1.215,27.0456,28.5321
1.216,27.0456,28.5128
1.217,27.0456,28.4935
1.218,27.0456,28.4743
1.219,27.0456,28.455
1.22,27.0456,28.4359
1.221,27.0456,28.4167
1.222,27.0456,28.3976
1.223,27.0456,28.3785
1.224,27.0456,28.3594
1.225,27.0456,28.3403
1.226,27.0456,28.3213
1.227,27.0456,28.3023
1.228,27.0456,28.2833
1.229,27.0456,28.2644
1.23,27.0456,28.2455
1.231,27.0456,28.2266
1.232,27.0456,28.2077
1.233,27.0456,28.1889
1.234,27.0456,28.1701
1.235,27.0456,28.1513
1.236,27.0456,28.1325
1.237,27.0456,28.1138
1.238,27.0456,28.0951
1.239,27.0456,28.0764
1.24,27.0456,28.0578
1.241,27.0456,28.0391
1.242,27.0456,28.0205
1.243,27.0456,28.002
1.244,27.0456,27.9834
1.245,27.0456,27.9649
1.246,27.0456,27.9464
1.247,27.0456,27.9279
1.248,27.0456,27.9095
1.249,27.0456,27.8911
1.25,27.0456,27.8727
1.251,27.0456,27.8543
1.252,27.0456,27.836
1.253,27.0456,27.8177
1.254,27.0456,27.7994
1.255,27.0456,27.7811
1.256,27.0456,27.7629
1.257,27.0456,27.7447
1.258,27.0456,27.7265
1.259,27.0456,27.7083
1.26,27.0456,27.6902
1.261,27.0456,27.6721
1.262,27.0456,27.654
1.263,27.0456,27.6359
1.264,27.0456,27.6179
1.265,27.0456,27.5999
1.266,27.0456,27.5819
1.267,27.0456,27.5639
1.268,27.0456,27.546
1.269,27.0456,27.5281
1.27,27.0456,27.5102
1.271,27.0456,27.4923
1.272,27.0456,27.4745
1.273,27.0456,27.4566
1.274,27.0456,27.4389
1.275,27.0456,27.4211
1.276,27.0456,27.4034
1.277,27.0456,27.3856
1.278,27.0456,27.3679
1.279,27.0456,27.3503
1.28,27.0456,27.3326
1.281,27.0456,27.315
1.282,27.0456,27.2974
1.283,27.0456,27.2798
1.284,27.0456,27.2623
1.285,27.0456,27.2448
1.286,27.0456,27.2273
1.287,27.0456,27.2098
1.288,27.0456,27.1923
1.289,27.0456,27.1749
1.29,27.0456,27.1575
1.291,27.0456,27.1401
1.292,27.0456,27.1228
1.293,27.0456,27.1054
1.294,27.0456,27.0881
1.295,27.0456,27.0708
1.296,27.0456,27.0536
1.297,27.0456,27.0363
1.298,27.0456,27.0191
1.299,27.0456,27.0019
1.3,27.0456,26.9848
1.301,27.0456,26.9676
1.302,27.0456,26.9505
1.303,27.0456,26.9334
1.304,27.0456,26.9163
1.305,27.0456,26.8993
1.306,27.0456,26.8822
1.307,27.0456,26.8652
1.308,27.0456,26.8482
1.309,27.0456,26.8313
1.31,27.0456,26.8143
1.311,27.0456,26.7974
1.312,27.0456,26.7805
1.313,27.0456,26.7636
1.314,27.0456,26.7468
1.315,27.0456,26.73
1.316,27.0456,26.7132
1.317,27.0456,26.6964
1.318,27.0456,26.6796
1.319,27.0456,26.6629
1.32,27.0456,26.6462
1.321,27.0456,26.6295
1.322,27.0456,26.6128
1.323,27.0456,26.5962
1.324,27.0456,26.5795
1.325,27.0456,26.5629
1.326,27.0456,26.5464
1.327,27.0456,26.5298
1.328,27.0456,26.5133
1.329,27.0456,26.4967
1.33,27.0456,26.4802
1.331,27.0456,26.4638
1.332,27.0456,26.4473
1.333,27.0456,26.4309
1.334,27.0456,26.4145
1.335,27.0456,26.3981
1.336,27.0456,26.3817
1.337,27.0456,26.3654
1.338,27.0456,26.3491
1.339,27.0456,26.3328
1.34,27.0456,26.3165
1.341,27.0456,26.3003
1.342,27.0456,26.284
1.343,27.0456,26.2678
1.344,27.0456,26.2516
1.345,27.0456,26.2354
1.346,27.0456,26.2193
1.347,27.0456,26.2032
1.348,27.0456,26.1871
1.349,27.0456,26.171
1.35,27.0456,26.1549
1.351,27.0456,26.1389
1.352,27.0456,26.1228
1.353,27.0456,26.1068
1.354,27.0456,26.0909
1.355,27.0456,26.0749
1.356,27.0456,26.059
1.357,27.0456,26.0431
1.358,27.0456,26.0272
1.359,27.0456,26.0113
1.36,27.0456,25.9954
1.361,27.0456,25.9796
1.362,27.0456,25.9638
1.363,27.0456,25.948
1.364,27.0456,25.9322
1.365,27.0456,25.9165
1.366,27.0456,25.9007
1.367,27.0456,25.885
1.368,27.0456,25.8693
1.369,27.0456,25.8536
1.37,27.0456,25.838
1.371,27.0456,25.8224
1.372,27.0456,25.8068
1.373,27.0456,25.7912
1.374,27.0456,25.7756
1.375,27.0456,25.76
1.376,27.0456,25.7445
1.377,27.0456,25.729
1.378,27.0456,25.7135
1.379,27.0456,25.698
1.38,27.0456,25.6826
1.381,27.0456,25.6672
1.382,27.0456,25.6517
1.383,27.0456,25.6364
1.384,27.0456,25.621
1.385,27.0456,25.6056
1.386,27.0456,25.5903
1.387,27.0456,25.575
1.388,27.0456,25.5597
1.389,27.0456,25.5444
1.39,27.0456,25.5292
1.391,27.0456,25.5139
1.392,27.0456,25.4987
1.393,27.0456,25.4835
1.394,27.0456,25.4683
1.395,27.0456,25.4532
1.396,27.0456,25.438
1.397,27.0456,25.4229
1.398,27.0456,25.4078
1.399,27.0456,25.3927
1.4,27.0456,25.3777
1.401,27.0456,25.3626
1.402,27.0456,25.3476
1.403,27.0456,25.3326
1.404,27.0456,25.3176
1.405,27.0456,25.3027
1.406,27.0456,25.2877
1.407,27.0456,25.2728
1.408,27.0456,25.2579
1.409,27.0456,25.243
1.41,27.0456,25.2282
1.411,27.0456,25.2138
1.412,27.0456,25.1994
1.413,27.0456,25.185
1.414,27.0456,25.1706
1.415,27.0456,25.1562
1.416,27.0456,25.1419
1.417,27.0456,25.1276
1.418,27.0456,25.1147
1.419,27.0456,25.102
1.42,27.0456,25.0893
1.421,27.0456,25.0766
1.422,27.0456,25.064
1.423,27.0456,25.0513
1.424,27.0456,25.0387
1.425,27.0456,25.0261
1.426,27.0456,25.0135
1.427,27.0456,25.0009
1.428,27.0456,24.9883
1.429,27.0456,24.9757
1.43,27.0456,24.9632
1.431,27.0456,24.9507
1.432,27.0456,24.9381
1.433,27.0456,24.9256
1.434,27.0456,24.9131
1.435,27.0456,24.9007
1.436,27.0456,24.8882
1.437,27.0456,24.8757
1.438,27.0456,24.8633
1.439,27.0456,24.8509
1.44,27.0456,24.8385
1.441,27.0456,24.8261
1.442,27.0456,24.8137
1.443,27.0456,24.8013
1.444,27.0456,24.789
1.445,27.0456,24.7766
1.446,27.0456,24.7643
1.447,27.0456,24.752
1.448,27.0456,24.7397
1.449,27.0456,24.7274
1.45,27.0456,24.7151
1.451,27.0456,24.7028
1.452,27.0456,24.6906
1.453,27.0456,24.6783
1.454,27.0456,24.6661
1.455,27.0456,24.6539
1.456,27.0456,24.6417
1.457,27.0456,24.6295
1.458,27.0456,24.6172
1.459,27.0456,24.6045
1.46,27.0456,24.5918
1.461,27.0456,24.5791
1.462,27.0456,24.5664
1.463,27.0456,24.5538
1.464,27.0456,24.5412
1.465,27.0456,24.5285
1.466,27.0456,24.5159
1.467,27.0456,24.5033
1.468,27.0456,24.4907
1.469,27.0456,24.4782
1.47,27.0456,24.4656
1.471,27.0456,24.4531
1.472,27.0456,24.4406
1.473,27.0456,24.428
1.474,27.0456,24.4155
1.475,27.0456,24.4031
1.476,27.0456,24.3906
1.477,27.0456,24.3781
1.478,27.0456,24.3657
1.479,27.0456,24.3533
1.48,27.0456,24.3408
1.481,27.0456,24.3284
1.482,27.0456,24.316
1.483,27.0456,24.3037
1.484,27.0456,24.2913
1.485,27.0456,24.279
1.486,27.0456,24.2666
1.487,27.0456,24.2543
1.488,27.0456,24.242
1.489,27.0456,24.2297
1.49,27.0456,24.2174
1.491,27.0456,24.2051
1.492,27.0456,24.1929
1.493,27.0456,24.1806
1.494,27.0456,24.1684
1.495,27.0456,24.1562
1.496,27.0456,24.144
1.497,27.0456,24.1318
1.498,27.0456,24.1196
1.499,27.0456,24.1075
1.5,27.0456,24.0953
1.501,27.0456,24.0832
1.502,27.0456,24.071
1.503,27.0456,24.0589
1.504,27.0456,24.0468
1.505,27.0456,24.0347
1.506,27.0456,24.0227
1.507,27.0456,24.0106
1.508,27.0456,23.9986
1.509,27.0456,23.9865
1.51,27.0456,23.9745
1.511,27.0456,23.9625
1.512,27.0456,23.9505
1.513,27.0456,23.9385
1.514,27.0456,23.9266
1.515,27.0456,23.9146
1.516,27.0456,23.9027
1.517,27.0456,23.8907
1.518,27.0456,23.8788
1.519,27.0456,23.8669
1.52,27.0456,23.855
1.521,27.0456,23.8432
1.522,27.0456,23.8313
1.523,27.0456,23.8194
1.524,27.0456,23.8076
1.525,27.0456,23.7958
1.526,27.0456,23.7839
1.527,27.0456,23.7721
1.528,27.0456,23.7604
1.529,27.0456,23.7486
1.53,27.0456,23.7368
1.531,27.0456,23.7251
1.532,27.0456,23.7133
1.533,27.0456,23.7016
1.534,27.0456,23.6899
1.535,27.0456,23.6782
1.536,27.0456,23.6665
1.537,27.0456,23.6548
1.538,27.0456,23.6431
1.539,27.0456,23.6315
1.54,27.0456,23.6199
1.541,27.0456,23.6082
1.542,27.0456,23.5966
1.543,27.0456,23.585
1.544,27.0456,23.5734
1.545,27.0456,23.5618
1.546,27.0456,23.5503
1.547,27.0456,23.5387
1.548,27.0456,23.5272
1.549,27.0456,23.5157
1.55,27.0456,23.5041
1.551,27.0456,23.4926
1.552,27.0456,23.4811
1.553,27.0456,23.4697
1.554,27.0456,23.4582
1.555,27.0456,23.4467
1.556,27.0456,23.4353
1.557,27.0456,23.4239
1.558,27.0456,23.4124
1.559,27.0456,23.401
1.56,27.0456,23.3896
1.561,27.0456,23.3783
1.562,27.0456,23.3669
1.563,27.0456,23.3555
1.564,27.0456,23.3442
1.565,27.0456,23.3328
1.566,27.0456,23.3215
1.567,27.0456,23.3102
1.568,27.0456,23.2989
1.569,27.0456,23.2876
1.57,27.0456,23.2763
1.571,27.0456,23.2651
1.572,27.0456,23.2538
1.573,27.0456,23.2426
1.574,27.0456,23.2313
1.575,27.0456,23.2201
1.576,27.0456,23.2089
1.577,27.0456,23.1977
1.578,27.0456,23.1865
1.579,27.0456,23.1754
1.58,27.0456,23.1642
1.581,27.0456,23.1531
1.582,27.0456,23.1419
1.583,27.0456,23.1308
1.584,27.0456,23.1197
1.585,27.0456,23.1086
1.586,27.0456,23.0975
1.587,27.0456,23.0864
1.588,27.0456,23.0754
1.589,27.0456,23.0643
1.59,27.0456,23.0533
1.591,27.0456,23.0422
1.592,27.0456,23.0312
1.593,27.0456,23.0202
1.594,27.0456,23.0092
1.595,27.0456,22.9982
1.596,27.0456,22.9872
1.597,27.0456,22.9763
1.598,27.0456,22.9653
1.599,27.0456,22.9544
1.6,27.0456,22.9435
1.601,27.0456,22.9325
1.602,27.0456,22.9216
1.603,27.0456,22.9107
1.604,27.0456,22.8998
1.605,27.0456,22.889
1.606,27.0456,22.8781
1.607,27.0456,22.8673
1.608,27.0456,22.8564
1.609,27.0456,22.8456
1.61,27.0456,22.8348
1.611,27.0456,22.824
1.612,27.0456,22.8132
1.613,27.0456,22.8024
1.614,27.0456,22.7916
1.615,27.0456,22.7809
1.616,27.0456,22.7701
1.617,27.0456,22.7594
1.618,27.0456,22.7486
1.619,27.0456,22.7379
1.62,27.0456,22.7272
1.621,27.0456,22.7165
1.622,27.0456,22.7058
1.623,27.0456,22.6952
1.624,27.0456,22.6845
1.625,27.0456,22.6738
1.626,27.0456,22.6632
1.627,27.0456,22.6526
1.628,27.0456,22.642
1.629,27.0456,22.6313
1.63,27.0456,22.6207
1.631,27.0456,22.6102
1.632,27.0456,22.5996
1.633,27.0456,22.589
1.634,27.0456,22.5785
1.635,27.0456,22.5679
1.636,27.0456,22.5574
1.637,27.0456,22.5469
1.638,27.0456,22.5364
1.639,27.0456,22.5258
1.64,27.0456,22.5154
1.641,27.0456,22.5049
1.642,27.0456,22.4944
1.643,27.0456,22.484
1.644,27.0456,22.4735
1.645,27.0456,22.4631
1.646,27.0456,22.4526
1.647,27.0456,22.4422
1.648,27.0456,22.4318
1.649,27.0456,22.4214
1.65,27.0456,22.411
1.651,27.0456,22.4007
1.652,27.0456,22.3903
1.653,27.0456,22.3799
1.654,27.0456,22.3696
1.655,27.0456,22.3593
1.656,27.0456,22.3489
1.657,27.0456,22.3386
1.658,27.0456,22.3283
1.659,27.0456,22.318
1.66,27.0456,22.3078
1.661,27.0456,22.2975
1.662,27.0456,22.2872
1.663,27.0456,22.277
1.664,27.0456,22.2667
1.665,27.0456,22.2565
1.666,27.0456,22.2463
1.667,27.0456,22.2361
1.668,27.0456,22.2259
1.669,27.0456,22.2157
1.67,27.0456,22.2055
1.671,27.0456,22.1954
1.672,27.0456,22.1852
1.673,27.0456,22.1751
1.674,27.0456,22.1649
1.675,27.0456,22.1548
1.676,27.0456,22.1447
1.677,27.0456,22.1346
1.678,27.0456,22.1245
1.679,27.0456,22.1144
1.68,27.0456,22.1043
1.681,27.0456,22.0942
1.682,27.0456,22.0842
1.683,27.0456,22.0741
1.684,27.0456,22.0641
1.685,27.0456,22.0541
1.686,27.0456,22.0441
1.687,27.0456,22.0341
1.688,27.0456,22.0241
1.689,27.0456,22.0141
1.69,27.0456,22.0041
1.691,27.0456,21.9941
1.692,27.0456,21.9842
1.693,27.0456,21.9742
1.694,27.0456,21.9643
1.695,27.0456,21.9544
1.696,27.0456,21.9444
1.697,27.0456,21.9345
1.698,27.0456,21.9246
1.699,27.0456,21.9147
1.7,27.0456,21.9049
1.701,27.0456,21.895
1.702,27.0456,21.8851
1.703,27.0456,21.8752
1.704,27.0456,21.8654
1.705,27.0456,21.8555
1.706,27.0456,21.8457
1.707,27.0456,21.8358
1.708,27.0456,21.826
1.709,27.0456,21.8162
1.71,27.0456,21.8064
1.711,27.0456,21.7966
1.712,27.0456,21.7868
1.713,27.0456,21.777
1.714,27.0456,21.7673
1.715,27.0456,21.7575
1.716,27.0456,21.7478
1.717,27.0456,21.738
1.718,27.0456,21.7283
1.719,27.0456,21.7186
1.72,27.0456,21.7089
1.721,27.0456,21.6991
1.722,27.0456,21.6895
1.723,27.0456,21.6798
1.724,27.0456,21.6701
1.725,27.0456,21.6604
1.726,27.0456,21.6508
1.727,27.0456,21.6411
1.728,27.0456,21.6315
1.729,27.0456,21.6219
1.73,27.0456,21.6123
1.731,27.0456,21.6026
1.732,27.0456,21.5931
1.733,27.0456,21.5835
1.734,27.0456,21.5739
1.735,27.0456,21.5643
1.736,27.0456,21.5548
1.737,27.0456,21.5452
1.738,27.0456,21.5357
1.739,27.0456,21.5261
1.74,27.0456,21.5166
1.741,27.0456,21.5071
1.742,27.0456,21.4976
1.743,27.0456,21.4881
1.744,27.0456,21.4786
1.745,27.0456,21.4691
1.746,27.0456,21.4597
1.747,27.0456,21.4502
1.748,27.0456,21.4407
1.749,27.0456,21.4313
1.75,27.0456,21.4219
1.751,27.0456,21.4124
1.752,27.0456,21.403
1.753,27.0456,21.3936
1.754,27.0456,21.3842
1.755,27.0456,21.3748
1.756,27.0456,21.3655
1.757,27.0456,21.3561
1.758,27.0456,21.3467
1.759,27.0456,21.3374
1.76,27.0456,21.328
1.761,27.0456,21.3187
1.762,27.0456,21.3094
1.763,27.0456,21.3001
1.764,27.0456,21.2908
1.765,27.0456,21.2815
1.766,27.0456,21.2722
1.767,27.0456,21.2629
1.768,27.0456,21.2536
1.769,27.0456,21.2444
1.77,27.0456,21.2351
1.771,27.0456,21.2259
1.772,27.0456,21.2166
1.773,27.0456,21.2074
1.774,27.0456,21.1982
1.775,27.0456,21.189
1.776,27.0456,21.1798
1.777,27.0456,21.1706
1.778,27.0456,21.1614
1.779,27.0456,21.1522
1.78,27.0456,21.1431
1.781,27.0456,21.1339
1.782,27.0456,21.1248
1.783,27.0456,21.1156
1.784,27.0456,21.1065
1.785,27.0456,21.0974
1.786,27.0456,21.0883
1.787,27.0456,21.0792
1.788,27.0456,21.0701
1.789,27.0456,21.061
1.79,27.0456,21.0519
1.791,27.0456,21.0428
1.792,27.0456,21.0338
1.793,27.0456,21.0247
1.794,27.0456,21.0157
1.795,27.0456,21.0067
1.796,27.0456,20.9976
1.797,27.0456,20.9886
1.798,27.0456,20.9796
1.799,27.0456,20.9706
1.8,27.0456,20.9616
1.801,27.0456,20.9526
1.802,27.0456,20.9436
1.803,27.0456,20.9347
1.804,27.0456,20.9257
1.805,27.0456,20.9168
1.806,27.0456,20.9078
1.807,27.0456,20.8989
1.808,27.0456,20.89
1.809,27.0456,20.8811
1.81,27.0456,20.8721
1.811,27.0456,20.8632
1.812,27.0456,20.8544
1.813,27.0456,20.8455
1.814,27.0456,20.8366
1.815,27.0456,20.8277
1.816,27.0456,20.8189
1.817,27.0456,20.81
1.818,27.0456,20.8012
1.819,27.0456,20.7923
1.82,27.0456,20.7835
1.821,27.0456,20.7747
1.822,27.0456,20.7659
1.823,27.0456,20.7571
1.824,27.0456,20.7483
1.825,27.0456,20.7395
1.826,27.0456,20.7307
1.827,27.0456,20.722
1.828,27.0456,20.7132
1.829,27.0456,20.7045
1.83,27.0456,20.6957
1.831,27.0456,20.687
1.832,27.0456,20.6783
1.833,27.0456,20.6695
1.834,27.0456,20.6608
1.835,27.0456,20.6521
1.836,27.0456,20.6434
1.837,27.0456,20.6348
1.838,27.0456,20.6261
1.839,27.0456,20.6174
1.84,27.0456,20.6087
1.841,27.0456,20.6001
1.842,27.0456,20.5914
1.843,27.0456,20.5828
1.844,27.0456,20.5742
1.845,27.0456,20.5656
1.846,27.0456,20.5569
1.847,27.0456,20.5483
1.848,27.0456,20.5397
1.849,27.0456,20.5311
1.85,27.0456,20.5226
1.851,27.0456,20.514
1.852,27.0456,20.5054
1.853,27.0456,20.4969
1.854,27.0456,20.4883
1.855,27.0456,20.4798
1.856,27.0456,20.4712
1.857,27.0456,20.4627
1.858,27.0456,20.4542
1.859,27.0456,20.4457
1.86,27.0456,20.4372
1.861,27.0456,20.4287
1.862,27.0456,20.4202
1.863,27.0456,20.4117
1.864,27.0456,20.4032
1.865,27.0456,20.3948
1.866,27.0456,20.3863
1.867,27.0456,20.3779
1.868,27.0456,20.3694
1.869,27.0456,20.361
1.87,27.0456,20.3526
1.871,27.0456,20.3441
1.872,27.0456,20.3357
1.873,27.0456,20.3273
1.874,27.0456,20.3189
1.875,27.0456,20.3105
1.876,27.0456,20.3022
1.877,27.0456,20.2938
1.878,27.0456,20.2854
1.879,27.0456,20.2771
1.88,27.0456,20.2687
1.881,27.0456,20.2604
1.882,27.0456,20.2522
1.883,27.0456,20.244
1.884,27.0456,20.2359
1.885,27.0456,20.2278
1.886,27.0456,20.2196
1.887,27.0456,20.2115
1.888,27.0456,20.2034
1.889,27.0456,20.1953
1.89,27.0456,20.1872
1.891,27.0456,20.1791
1.892,27.0456,20.171
1.893,27.0456,20.1629
1.894,27.0456,20.1548
1.895,27.0456,20.1468
1.896,27.0456,20.1387
1.897,27.0456,20.1307
1.898,27.0456,20.1226
1.899,27.0456,20.1146
1.9,27.0456,20.1066
1.901,27.0456,20.0985
1.902,27.0456,20.0905
1.903,27.0456,20.0825
1.904,27.0456,20.0745
1.905,27.0456,20.0665
1.906,27.0456,20.0585
1.907,27.0456,20.0506
1.908,27.0456,20.0426
1.909,27.0456,20.0346
1.91,27.0456,20.0267
1.911,27.0456,20.0189
1.912,27.0456,20.0111
1.913,27.0456,20.0034
1.914,27.0456,19.9957
1.915,27.0456,19.9879
1.916,27.0456,19.9802
1.917,27.0456,19.9725
1.918,27.0456,19.9647
1.919,27.0456,19.957
1.92,27.0456,19.9493
1.921,27.0456,19.9416
1.922,27.0456,19.9339
1.923,27.0456,19.9262
1.924,27.0456,19.9186
1.925,27.0456,19.9109
1.926,27.0456,19.9032
1.927,27.0456,19.8956
1.928,27.0456,19.8879
1.929,27.0456,19.8803
1.93,27.0456,19.8726
1.931,27.0456,19.865
1.932,27.0456,19.8574
1.933,27.0456,19.8497
1.934,27.0456,19.8421
1.935,27.0456,19.8345
1.936,27.0456,19.8269
1.937,27.0456,19.8193
1.938,27.0456,19.8117
1.939,27.0456,19.8041
1.94,27.0456,19.7966
1.941,27.0456,19.789
1.942,27.0456,19.7814
1.943,27.0456,19.7739
1.944,27.0456,19.7663
1.945,27.0456,19.7588
1.946,27.0456,19.7512
1.947,27.0456,19.7436
1.948,27.0456,19.736
1.949,27.0456,19.7285
1.95,27.0456,19.7209
1.951,27.0456,19.7134
1.952,27.0456,19.7058
1.953,27.0456,19.6983
1.954,27.0456,19.6908
1.955,27.0456,19.6832
1.956,27.0456,19.6757
1.957,27.0456,19.6682
1.958,27.0456,19.6607
1.959,27.0456,19.6532
1.96,27.0456,19.6457
1.961,27.0456,19.6382
1.962,27.0456,19.6307
1.963,27.0456,19.6233
1.964,27.0456,19.6158
1.965,27.0456,19.6083
1.966,27.0456,19.6009
1.967,27.0456,19.5934
1.968,27.0456,19.586
1.969,27.0456,19.5786
1.97,27.0456,19.5711
1.971,27.0456,19.5637
1.972,27.0456,19.5563
1.973,27.0456,19.5489
1.974,27.0456,19.5415
1.975,27.0456,19.5341
1.976,27.0456,19.5267
1.977,27.0456,19.5193
1.978,27.0456,19.5119
1.979,27.0456,19.5045
1.98,27.0456,19.4971
1.981,27.0456,19.4898
1.982,27.0456,19.4824
1.983,27.0456,19.4751
1.984,27.0456,19.4677
1.985,27.0456,19.4604
1.986,27.0456,19.453
1.987,27.0456,19.4457
1.988,27.0456,19.4384
1.989,27.0456,19.4311
1.99,27.0456,19.4238
1.991,27.0456,19.4165
1.992,27.0456,19.4092
1.993,27.0456,19.4019
1.994,27.0456,19.3946
1.995,27.0456,19.3873
1.996,27.0456,19.38
1.997,27.0456,19.3727
1.998,27.0456,19.3655
1.999,27.0456,19.3582
2,27.0456,19.351
2.001,27.036,19.3437
2.002,27.0264,19.3365
2.003,27.0169,19.3293
2.004,27.0073,19.322
2.005,26.9977,19.3148
2.006,26.9881,19.3076
2.007,26.9786,19.3004
2.008,26.969,19.2932
2.009,26.9595,19.286
2.01,26.9499,19.2788
2.011,26.9404,19.2716
2.012,26.9309,19.2644
2.013,26.9214,19.2572
2.014,26.9119,19.2501
2.015,26.9024,19.2429
2.016,26.8929,19.2357
2.017,26.8834,19.2286
2.018,26.8739,19.2214
2.019,26.8645,19.2143
2.02,26.855,19.2072
2.021,26.8456,19.2
2.022,26.8361,19.1929
2.023,26.8267,19.1858
2.024,26.8173,19.1787
2.025,26.8078,19.1716
2.026,26.7984,19.1645
2.027,26.789,19.1574
2.028,26.7796,19.1503
2.029,26.7702,19.1432
2.03,26.7608,19.1361
2.031,26.7515,19.1291
2.032,26.7421,19.122
2.033,26.7327,19.1149
2.034,26.7234,19.1079
2.035,26.714,19.1008
2.036,26.7047,19.0938
2.037,26.6953,19.0867
2.038,26.686,19.0797
2.039,26.6767,19.0727
2.04,26.6674,19.0657
2.041,26.6581,19.0586
2.042,26.6488,19.0516
2.043,26.6395,19.0446
2.044,26.6302,19.0376
2.045,26.6209,19.0306
2.046,26.6117,19.0236
2.047,26.6024,19.0167
2.048,26.5932,19.0097
2.049,26.5839,19.0027
2.05,26.5747,18.9957
2.051,26.5654,18.9888
2.052,26.5562,18.9818
2.053,26.547,18.9749
2.054,26.5378,18.9679
2.055,26.5286,18.961
2.056,26.5194,18.9541
2.057,26.5102,18.9471
2.058,26.501,18.9402
2.059,26.4918,18.9333
2.06,26.4827,18.9264
2.061,26.4735,18.9195
2.062,26.4644,18.9126
2.063,26.4552,18.9057
2.064,26.4461,18.8988
2.065,26.4369,18.8919
2.066,26.4278,18.885
2.067,26.4187,18.8782
2.068,26.4096,18.8713
2.069,26.4005,18.8644
2.07,26.3914,18.8576
2.071,26.3823,18.8507
2.072,26.3732,18.8439
2.073,26.3642,18.8371
2.074,26.3551,18.8302
2.075,26.346,18.8234
2.076,26.337,18.8166
2.077,26.3279,18.8097
2.078,26.3189,18.8029
2.079,26.3098,18.7961
2.08,26.3008,18.7893
2.081,26.2918,18.7825
2.082,26.2828,18.7757
2.083,26.2738,18.769
2.084,26.2648,18.7622
2.085,26.2558,18.7554
2.086,26.2468,18.7486
2.087,26.2378,18.7419
2.088,26.2289,18.7351
2.089,26.2199,18.7284
2.09,26.2109,18.7216
2.091,26.202,18.7149
