### Energy [MeV],Low dEdx [MeV*cm2/g],High dEdx [MeV*cm2/g]
49.078,2.32992,1.47713
49.079,2.32989,1.4771
49.08,2.32985,1.47708
49.081,2.32981,1.47705
49.082,2.32978,1.47703
49.083,2.32974,1.47701
49.084,2.3297,1.47698
49.085,2.32967,1.47696
49.086,2.32963,1.47693
49.087,2.32959,1.47691
49.088,2.32956,1.47689
49.089,2.32952,1.47686
49.09,2.32948,1.47684
49.091,2.32945,1.47681
49.092,2.32941,1.47679
49.093,2.32937,1.47677
49.094,2.32934,1.47674
49.095,2.3293,1.47672
49.096,2.32926,1.47669
49.097,2.32923,1.47667
49.098,2.32919,1.47665
49.099,2.32915,1.47662
49.1,2.32912,1.4766
49.101,2.32908,1.47657
49.102,2.32904,1.47655
49.103,2.32901,1.47653
49.104,2.32897,1.4765
49.105,2.32893,1.47648
49.106,2.32889,1.47645
49.107,2.32886,1.47643
49.108,2.32882,1.47641
49.109,2.32878,1.47638
49.11,2.32875,1.47636
49.111,2.32871,1.47633
49.112,2.32867,1.47631
49.113,2.32864,1.47629
49.114,2.3286,1.47626
49.115,2.32856,1.47624
49.116,2.32853,1.47621
49.117,2.32849,1.47619
49.118,2.32845,1.47617
49.119,2.32842,1.47614
49.12,2.32838,1.47612
49.121,2.32834,1.47609
49.122,2.32831,1.47607
49.123,2.32827,1.47605
49.124,2.32823,1.47602
49.125,2.3282,1.476
49.126,2.32816,1.47597
49.127,2.32812,1.47595
49.128,2.32809,1.47593
49.129,2.32805,1.4759
49.13,2.32801,1.47588
49.131,2.32798,1.47585
49.132,2.32794,1.47583
49.133,2.3279,1.47581
49.134,2.32787,1.47578
49.135,2.32783,1.47576
49.136,2.32779,1.47573
49.137,2.32776,1.47571
49.138,2.32772,1.47569
49.139,2.32768,1.47566
49.14,2.32765,1.47564
49.141,2.32761,1.47561
49.142,2.32757,1.47559
49.143,2.32754,1.47557
49.144,2.3275,1.47554
49.145,2.32746,1.47552
49.146,2.32743,1.47549
49.147,2.32739,1.47547
49.148,2.32735,1.47545
49.149,2.32732,1.47542
49.15,2.32728,1.4754
49.151,2.32724,1.47537
49.152,2.32721,1.47535
49.153,2.32717,1.47533
49.154,2.32713,1.4753
49.155,2.3271,1.47528
49.156,2.32706,1.47525
49.157,2.32702,1.47523
49.158,2.32699,1.47521
49.159,2.32695,1.47518
49.16,2.32691,1.47516
49.161,2.32688,1.47514
49.162,2.32684,1.47511
49.163,2.3268,1.47509
49.164,2.32677,1.47506
49.165,2.32673,1.47504
49.166,2.32669,1.47502
49.167,2.32666,1.47499
49.168,2.32662,1.47497
49.169,2.32658,1.47494
49.17,2.32655,1.47492
49.171,2.32651,1.4749
49.172,2.32647,1.47487
49.173,2.32644,1.47485
49.174,2.3264,1.47482
49.175,2.32636,1.4748
49.176,2.32633,1.47478
49.177,2.32629,1.47475
49.178,2.32625,1.47473
49.179,2.32622,1.4747
49.18,2.32618,1.47468
49.181,2.32614,1.47466
49.182,2.32611,1.47463
49.183,2.32607,1.47461
49.184,2.32603,1.47458
49.185,2.326,1.47456
49.186,2.32596,1.47454
49.187,2.32592,1.47451
49.188,2.32589,1.47449
49.189,2.32585,1.47446
49.19,2.32581,1.47444
49.191,2.32578,1.47442
49.192,2.32574,1.47439
49.193,2.3257,1.47437
49.194,2.32567,1.47435
49.195,2.32563,1.47432
49.196,2.32559,1.4743
49.197,2.32556,1.47427
49.198,2.32552,1.47425
49.199,2.32548,1.47423
49.2,2.32545,1.4742
49.201,2.32541,1.47418
49.202,2.32537,1.47415
49.203,2.32534,1.47413
49.204,2.3253,1.47411
49.205,2.32526,1.47408
49.206,2.32523,1.47406
49.207,2.32519,1.47403
49.208,2.32515,1.47401
49.209,2.32512,1.47399
49.21,2.32508,1.47396
49.211,2.32504,1.47394
49.212,2.32501,1.47391
49.213,2.32497,1.47389
49.214,2.32493,1.47387
49.215,2.3249,1.47384
49.216,2.32486,1.47382
49.217,2.32482,1.4738
49.218,2.32479,1.47377
49.219,2.32475,1.47375
49.22,2.32471,1.47372
49.221,2.32468,1.4737
49.222,2.32464,1.47368
49.223,2.3246,1.47365
49.224,2.32457,1.47363
49.225,2.32453,1.4736
49.226,2.3245,1.47358
49.227,2.32446,1.47356
49.228,2.32442,1.47353
49.229,2.32439,1.47351
49.23,2.32435,1.47348
49.231,2.32431,1.47346
49.232,2.32428,1.47344
49.233,2.32424,1.47341
49.234,2.3242,1.47339
49.235,2.32417,1.47337
49.236,2.32413,1.47334
49.237,2.32409,1.47332
49.238,2.32406,1.47329
49.239,2.32402,1.47327
49.24,2.32398,1.47325
49.241,2.32395,1.47322
49.242,2.32391,1.4732
49.243,2.32387,1.47317
49.244,2.32384,1.47315
49.245,2.3238,1.47313
49.246,2.32376,1.4731
49.247,2.32373,1.47308
49.248,2.32369,1.47305
49.249,2.32365,1.47303
49.25,2.32362,1.47301
49.251,2.32358,1.47298
49.252,2.32354,1.47296
49.253,2.32351,1.47294
49.254,2.32347,1.47291
49.255,2.32343,1.47289
49.256,2.3234,1.47286
49.257,2.32336,1.47284
49.258,2.32333,1.47282
49.259,2.32329,1.47279
49.26,2.32325,1.47277
49.261,2.32322,1.47274
49.262,2.32318,1.47272
49.263,2.32314,1.4727
49.264,2.32311,1.47267
49.265,2.32307,1.47265
49.266,2.32303,1.47263
49.267,2.323,1.4726
49.268,2.32296,1.47258
49.269,2.32292,1.47255
49.27,2.32289,1.47253
49.271,2.32285,1.47251
49.272,2.32281,1.47248
49.273,2.32278,1.47246
49.274,2.32274,1.47243
49.275,2.3227,1.47241
49.276,2.32267,1.47239
49.277,2.32263,1.47236
49.278,2.32259,1.47234
49.279,2.32256,1.47232
49.28,2.32252,1.47229
49.281,2.32249,1.47227
49.282,2.32245,1.47224
49.283,2.32241,1.47222
49.284,2.32238,1.4722
49.285,2.32234,1.47217
49.286,2.3223,1.47215
49.287,2.32227,1.47212
49.288,2.32223,1.4721
49.289,2.32219,1.47208
49.29,2.32216,1.47205
49.291,2.32212,1.47203
49.292,2.32208,1.47201
49.293,2.32205,1.47198
49.294,2.32201,1.47196
49.295,2.32197,1.47193
49.296,2.32194,1.47191
49.297,2.3219,1.47189
49.298,2.32186,1.47186
49.299,2.32183,1.47184
49.3,2.32179,1.47181
49.301,2.32176,1.47179
49.302,2.32172,1.47177
49.303,2.32168,1.47174
49.304,2.32165,1.47172
49.305,2.32161,1.4717
49.306,2.32157,1.47167
49.307,2.32154,1.47165
49.308,2.3215,1.47162
49.309,2.32146,1.4716
49.31,2.32143,1.47158
49.311,2.32139,1.47155
49.312,2.32135,1.47153
49.313,2.32132,1.47151
49.314,2.32128,1.47148
49.315,2.32124,1.47146
49.316,2.32121,1.47143
49.317,2.32117,1.47141
49.318,2.32114,1.47139
49.319,2.3211,1.47136
49.32,2.32106,1.47134
49.321,2.32103,1.47131
49.322,2.32099,1.47129
49.323,2.32095,1.47127
49.324,2.32092,1.47124
49.325,2.32088,1.47122
49.326,2.32084,1.4712
49.327,2.32081,1.47117
49.328,2.32077,1.47115
49.329,2.32073,1.47112
49.33,2.3207,1.4711
49.331,2.32066,1.47108
49.332,2.32063,1.47105
49.333,2.32059,1.47103
49.334,2.32055,1.47101
49.335,2.32052,1.47098
49.336,2.32048,1.47096
49.337,2.32044,1.47093
49.338,2.32041,1.47091
49.339,2.32037,1.47089
49.34,2.32033,1.47086
49.341,2.3203,1.47084
49.342,2.32026,1.47082
49.343,2.32022,1.47079
49.344,2.32019,1.47077
49.345,2.32015,1.47074
49.346,2.32012,1.47072
49.347,2.32008,1.4707
49.348,2.32004,1.47067
49.349,2.32001,1.47065
49.35,2.31997,1.47062
49.351,2.31993,1.4706
49.352,2.3199,1.47058
49.353,2.31986,1.47055
49.354,2.31982,1.47053
49.355,2.31979,1.47051
49.356,2.31975,1.47048
49.357,2.31971,1.47046
49.358,2.31968,1.47043
49.359,2.31964,1.47041
49.36,2.31961,1.47039
49.361,2.31957,1.47036
49.362,2.31953,1.47034
49.363,2.3195,1.47032
49.364,2.31946,1.47029
49.365,2.31942,1.47027
49.366,2.31939,1.47024
49.367,2.31935,1.47022
49.368,2.31931,1.4702
49.369,2.31928,1.47017
49.37,2.31924,1.47015
49.371,2.3192,1.47013
49.372,2.31917,1.4701
49.373,2.31913,1.47008
49.374,2.3191,1.47005
49.375,2.31906,1.47003
49.376,2.31902,1.47001
49.377,2.31899,1.46998
49.378,2.31895,1.46996
49.379,2.31891,1.46994
49.38,2.31888,1.46991
49.381,2.31884,1.46989
49.382,2.3188,1.46986
49.383,2.31877,1.46984
49.384,2.31873,1.46982
49.385,2.3187,1.46979
49.386,2.31866,1.46977
49.387,2.31862,1.46975
49.388,2.31859,1.46972
49.389,2.31855,1.4697
49.39,2.31851,1.46967
49.391,2.31848,1.46965
49.392,2.31844,1.46963
49.393,2.3184,1.4696
49.394,2.31837,1.46958
49.395,2.31833,1.46956
49.396,2.3183,1.46953
49.397,2.31826,1.46951
49.398,2.31822,1.46948
49.399,2.31819,1.46946
49.4,2.31815,1.46944
49.401,2.31811,1.46941
49.402,2.31808,1.46939
49.403,2.31804,1.46937
49.404,2.318,1.46934
49.405,2.31797,1.46932
49.406,2.31793,1.46929
49.407,2.3179,1.46927
49.408,2.31786,1.46925
49.409,2.31782,1.46922
49.41,2.31779,1.4692
49.411,2.31775,1.46918
49.412,2.31771,1.46915
49.413,2.31768,1.46913
49.414,2.31764,1.4691
49.415,2.31761,1.46908
49.416,2.31757,1.46906
49.417,2.31753,1.46903
49.418,2.3175,1.46901
49.419,2.31746,1.46899
49.42,2.31742,1.46896
49.421,2.31739,1.46894
49.422,2.31735,1.46892
49.423,2.31731,1.46889
49.424,2.31728,1.46887
49.425,2.31724,1.46884
49.426,2.31721,1.46882
49.427,2.31717,1.4688
49.428,2.31713,1.46877
49.429,2.3171,1.46875
49.43,2.31706,1.46873
49.431,2.31702,1.4687
49.432,2.31699,1.46868
49.433,2.31695,1.46865
49.434,2.31692,1.46863
49.435,2.31688,1.46861
49.436,2.31684,1.46858
49.437,2.31681,1.46856
49.438,2.31677,1.46854
49.439,2.31673,1.46851
49.44,2.3167,1.46849
49.441,2.31666,1.46846
49.442,2.31662,1.46844
49.443,2.31659,1.46842
49.444,2.31655,1.46839
49.445,2.31652,1.46837
49.446,2.31648,1.46835
49.447,2.31644,1.46832
49.448,2.31641,1.4683
49.449,2.31637,1.46828
49.45,2.31633,1.46825
49.451,2.3163,1.46823
49.452,2.31626,1.4682
49.453,2.31623,1.46818
49.454,2.31619,1.46816
49.455,2.31615,1.46813
49.456,2.31612,1.46811
49.457,2.31608,1.46809
49.458,2.31604,1.46806
49.459,2.31601,1.46804
49.46,2.31597,1.46801
49.461,2.31594,1.46799
49.462,2.3159,1.46797
49.463,2.31586,1.46794
49.464,2.31583,1.46792
49.465,2.31579,1.4679
49.466,2.31575,1.46787
49.467,2.31572,1.46785
49.468,2.31568,1.46783
49.469,2.31565,1.4678
49.47,2.31561,1.46778
49.471,2.31557,1.46775
49.472,2.31554,1.46773
49.473,2.3155,1.46771
49.474,2.31546,1.46768
49.475,2.31543,1.46766
49.476,2.31539,1.46764
49.477,2.31536,1.46761
49.478,2.31532,1.46759
49.479,2.31528,1.46756
49.48,2.31525,1.46754
49.481,2.31521,1.46752
49.482,2.31517,1.46749
49.483,2.31514,1.46747
49.484,2.3151,1.46745
49.485,2.31507,1.46742
49.486,2.31503,1.4674
49.487,2.31499,1.46738
49.488,2.31496,1.46735
49.489,2.31492,1.46733
49.49,2.31488,1.4673
49.491,2.31485,1.46728
49.492,2.31481,1.46726
49.493,2.31478,1.46723
49.494,2.31474,1.46721
49.495,2.3147,1.46719
49.496,2.31467,1.46716
49.497,2.31463,1.46714
49.498,2.31459,1.46712
49.499,2.31456,1.46709
49.5,2.31452,1.46707
49.501,2.31449,1.46704
49.502,2.31445,1.46702
49.503,2.31441,1.467
49.504,2.31438,1.46697
49.505,2.31434,1.46695
49.506,2.3143,1.46693
49.507,2.31427,1.4669
49.508,2.31423,1.46688
49.509,2.3142,1.46686
49.51,2.31416,1.46683
49.511,2.31412,1.46681
49.512,2.31409,1.46678
49.513,2.31405,1.46676
49.514,2.31402,1.46674
49.515,2.31398,1.46671
49.516,2.31394,1.46669
49.517,2.31391,1.46667
49.518,2.31387,1.46664
49.519,2.31383,1.46662
49.52,2.3138,1.4666
49.521,2.31376,1.46657
49.522,2.31373,1.46655
49.523,2.31369,1.46652
49.524,2.31365,1.4665
49.525,2.31362,1.46648
49.526,2.31358,1.46645
49.527,2.31354,1.46643
49.528,2.31351,1.46641
49.529,2.31347,1.46638
49.53,2.31344,1.46636
49.531,2.3134,1.46634
49.532,2.31336,1.46631
49.533,2.31333,1.46629
49.534,2.31329,1.46626
49.535,2.31326,1.46624
49.536,2.31322,1.46622
49.537,2.31318,1.46619
49.538,2.31315,1.46617
49.539,2.31311,1.46615
49.54,2.31307,1.46612
49.541,2.31304,1.4661
49.542,2.313,1.46608
49.543,2.31297,1.46605
49.544,2.31293,1.46603
49.545,2.31289,1.466
49.546,2.31286,1.46598
49.547,2.31282,1.46596
49.548,2.31279,1.46593
49.549,2.31275,1.46591
49.55,2.31271,1.46589
49.551,2.31268,1.46586
49.552,2.31264,1.46584
49.553,2.3126,1.46582
49.554,2.31257,1.46579
49.555,2.31253,1.46577
49.556,2.3125,1.46575
49.557,2.31246,1.46572
49.558,2.31242,1.4657
49.559,2.31239,1.46567
49.56,2.31235,1.46565
49.561,2.31232,1.46563
49.562,2.31228,1.4656
49.563,2.31224,1.46558
49.564,2.31221,1.46556
49.565,2.31217,1.46553
49.566,2.31213,1.46551
49.567,2.3121,1.46549
49.568,2.31206,1.46546
49.569,2.31203,1.46544
49.57,2.31199,1.46542
49.571,2.31195,1.46539
49.572,2.31192,1.46537
49.573,2.31188,1.46534
49.574,2.31185,1.46532
49.575,2.31181,1.4653
49.576,2.31177,1.46527
49.577,2.31174,1.46525
49.578,2.3117,1.46523
49.579,2.31167,1.4652
49.58,2.31163,1.46518
49.581,2.31159,1.46516
49.582,2.31156,1.46513
49.583,2.31152,1.46511
49.584,2.31148,1.46508
49.585,2.31145,1.46506
49.586,2.31141,1.46504
49.587,2.31138,1.46501
49.588,2.31134,1.46499
49.589,2.3113,1.46497
49.59,2.31127,1.46494
49.591,2.31123,1.46492
49.592,2.3112,1.4649
49.593,2.31116,1.46487
49.594,2.31112,1.46485
49.595,2.31109,1.46483
49.596,2.31105,1.4648
49.597,2.31102,1.46478
49.598,2.31098,1.46476
49.599,2.31094,1.46473
49.6,2.31091,1.46471
49.601,2.31087,1.46468
49.602,2.31084,1.46466
49.603,2.3108,1.46464
49.604,2.31076,1.46461
49.605,2.31073,1.46459
49.606,2.31069,1.46457
49.607,2.31065,1.46454
49.608,2.31062,1.46452
49.609,2.31058,1.4645
49.61,2.31055,1.46447
49.611,2.31051,1.46445
49.612,2.31047,1.46443
49.613,2.31044,1.4644
49.614,2.3104,1.46438
49.615,2.31037,1.46435
49.616,2.31033,1.46433
49.617,2.31029,1.46431
49.618,2.31026,1.46428
49.619,2.31022,1.46426
49.62,2.31019,1.46424
49.621,2.31015,1.46421
49.622,2.31011,1.46419
49.623,2.31008,1.46417
49.624,2.31004,1.46414
49.625,2.31001,1.46412
49.626,2.30997,1.4641
49.627,2.30993,1.46407
49.628,2.3099,1.46405
49.629,2.30986,1.46403
49.63,2.30983,1.464
49.631,2.30979,1.46398
49.632,2.30975,1.46395
49.633,2.30972,1.46393
49.634,2.30968,1.46391
49.635,2.30965,1.46388
49.636,2.30961,1.46386
49.637,2.30957,1.46384
49.638,2.30954,1.46381
49.639,2.3095,1.46379
49.64,2.30947,1.46377
49.641,2.30943,1.46374
49.642,2.30939,1.46372
49.643,2.30936,1.4637
49.644,2.30932,1.46367
49.645,2.30929,1.46365
49.646,2.30925,1.46363
49.647,2.30921,1.4636
49.648,2.30918,1.46358
49.649,2.30914,1.46355
49.65,2.30911,1.46353
49.651,2.30907,1.46351
49.652,2.30903,1.46348
49.653,2.309,1.46346
49.654,2.30896,1.46344
49.655,2.30892,1.46341
49.656,2.30889,1.46339
49.657,2.30885,1.46337
49.658,2.30882,1.46334
49.659,2.30878,1.46332
49.66,2.30874,1.4633
49.661,2.30871,1.46327
49.662,2.30867,1.46325
49.663,2.30864,1.46323
49.664,2.3086,1.4632
49.665,2.30856,1.46318
49.666,2.30853,1.46316
49.667,2.30849,1.46313
49.668,2.30846,1.46311
49.669,2.30842,1.46308
49.67,2.30838,1.46306
49.671,2.30835,1.46304
49.672,2.30831,1.46301
49.673,2.30828,1.46299
49.674,2.30824,1.46297
49.675,2.30821,1.46294
49.676,2.30817,1.46292
49.677,2.30813,1.4629
49.678,2.3081,1.46287
49.679,2.30806,1.46285
49.68,2.30803,1.46283
49.681,2.30799,1.4628
49.682,2.30795,1.46278
49.683,2.30792,1.46276
49.684,2.30788,1.46273
49.685,2.30785,1.46271
49.686,2.30781,1.46269
49.687,2.30777,1.46266
49.688,2.30774,1.46264
49.689,2.3077,1.46261
49.69,2.30767,1.46259
49.691,2.30763,1.46257
49.692,2.30759,1.46254
49.693,2.30756,1.46252
49.694,2.30752,1.4625
49.695,2.30749,1.46247
49.696,2.30745,1.46245
49.697,2.30741,1.46243
49.698,2.30738,1.4624
49.699,2.30734,1.46238
49.7,2.30731,1.46236
49.701,2.30727,1.46233
49.702,2.30723,1.46231
49.703,2.3072,1.46229
49.704,2.30716,1.46226
49.705,2.30713,1.46224
49.706,2.30709,1.46222
49.707,2.30705,1.46219
49.708,2.30702,1.46217
49.709,2.30698,1.46215
49.71,2.30695,1.46212
49.711,2.30691,1.4621
49.712,2.30687,1.46207
49.713,2.30684,1.46205
49.714,2.3068,1.46203
49.715,2.30677,1.462
49.716,2.30673,1.46198
49.717,2.30669,1.46196
49.718,2.30666,1.46193
49.719,2.30662,1.46191
49.72,2.30659,1.46189
49.721,2.30655,1.46186
49.722,2.30652,1.46184
49.723,2.30648,1.46182
49.724,2.30644,1.46179
49.725,2.30641,1.46177
49.726,2.30637,1.46175
49.727,2.30634,1.46172
49.728,2.3063,1.4617
49.729,2.30626,1.46168
49.73,2.30623,1.46165
49.731,2.30619,1.46163
49.732,2.30616,1.46161
49.733,2.30612,1.46158
49.734,2.30608,1.46156
49.735,2.30605,1.46154
49.736,2.30601,1.46151
49.737,2.30598,1.46149
49.738,2.30594,1.46147
49.739,2.3059,1.46144
49.74,2.30587,1.46142
49.741,2.30583,1.4614
49.742,2.3058,1.46137
49.743,2.30576,1.46135
49.744,2.30573,1.46132
49.745,2.30569,1.4613
49.746,2.30565,1.46128
49.747,2.30562,1.46125
49.748,2.30558,1.46123
49.749,2.30555,1.46121
49.75,2.30551,1.46118
49.751,2.30547,1.46116
49.752,2.30544,1.46114
49.753,2.3054,1.46111
49.754,2.30537,1.46109
49.755,2.30533,1.46107
49.756,2.30529,1.46104
49.757,2.30526,1.46102
49.758,2.30522,1.461
49.759,2.30519,1.46097
49.76,2.30515,1.46095
49.761,2.30512,1.46093
49.762,2.30508,1.4609
49.763,2.30504,1.46088
49.764,2.30501,1.46086
49.765,2.30497,1.46083
49.766,2.30494,1.46081
49.767,2.3049,1.46079
49.768,2.30486,1.46076
49.769,2.30483,1.46074
49.77,2.30479,1.46072
49.771,2.30476,1.46069
49.772,2.30472,1.46067
49.773,2.30469,1.46065
49.774,2.30465,1.46062
49.775,2.30461,1.4606
49.776,2.30458,1.46058
49.777,2.30454,1.46055
49.778,2.30451,1.46053
49.779,2.30447,1.46051
49.78,2.30443,1.46048
49.781,2.3044,1.46046
49.782,2.30436,1.46043
49.783,2.30433,1.46041
49.784,2.30429,1.46039
49.785,2.30425,1.46036
49.786,2.30422,1.46034
49.787,2.30418,1.46032
49.788,2.30415,1.46029
49.789,2.30411,1.46027
49.79,2.30408,1.46025
49.791,2.30404,1.46022
49.792,2.304,1.4602
49.793,2.30397,1.46018
49.794,2.30393,1.46015
49.795,2.3039,1.46013
49.796,2.30386,1.46011
49.797,2.30382,1.46008
49.798,2.30379,1.46006
49.799,2.30375,1.46004
49.8,2.30372,1.46001
49.801,2.30368,1.45999
49.802,2.30365,1.45997
49.803,2.30361,1.45994
49.804,2.30357,1.45992
49.805,2.30354,1.4599
49.806,2.3035,1.45987
49.807,2.30347,1.45985
49.808,2.30343,1.45983
49.809,2.3034,1.4598
49.81,2.30336,1.45978
49.811,2.30332,1.45976
49.812,2.30329,1.45973
49.813,2.30325,1.45971
49.814,2.30322,1.45969
49.815,2.30318,1.45966
49.816,2.30314,1.45964
49.817,2.30311,1.45962
49.818,2.30307,1.45959
49.819,2.30304,1.45957
49.82,2.303,1.45955
49.821,2.30297,1.45952
49.822,2.30293,1.4595
49.823,2.30289,1.45948
49.824,2.30286,1.45945
49.825,2.30282,1.45943
49.826,2.30279,1.45941
49.827,2.30275,1.45938
49.828,2.30272,1.45936
49.829,2.30268,1.45934
49.83,2.30264,1.45931
49.831,2.30261,1.45929
49.832,2.30257,1.45927
49.833,2.30254,1.45924
49.834,2.3025,1.45922
49.835,2.30246,1.4592
49.836,2.30243,1.45917
49.837,2.30239,1.45915
49.838,2.30236,1.45913
49.839,2.30232,1.4591
49.84,2.30229,1.45908
49.841,2.30225,1.45906
49.842,2.30221,1.45903
49.843,2.30218,1.45901
49.844,2.30214,1.45899
49.845,2.30211,1.45896
49.846,2.30207,1.45894
49.847,2.30204,1.45892
49.848,2.302,1.45889
49.849,2.30196,1.45887
49.85,2.30193,1.45885
49.851,2.30189,1.45882
49.852,2.30186,1.4588
49.853,2.30182,1.45878
49.854,2.30179,1.45875
49.855,2.30175,1.45873
49.856,2.30171,1.45871
49.857,2.30168,1.45868
49.858,2.30164,1.45866
49.859,2.30161,1.45864
49.86,2.30157,1.45861
49.861,2.30154,1.45859
49.862,2.3015,1.45857
49.863,2.30146,1.45854
49.864,2.30143,1.45852
49.865,2.30139,1.4585
49.866,2.30136,1.45847
49.867,2.30132,1.45845
49.868,2.30128,1.45843
49.869,2.30125,1.4584
49.87,2.30121,1.45838
49.871,2.30118,1.45836
49.872,2.30114,1.45833
49.873,2.30111,1.45831
49.874,2.30107,1.45829
49.875,2.30103,1.45826
49.876,2.301,1.45824
49.877,2.30096,1.45822
49.878,2.30093,1.45819
49.879,2.30089,1.45817
49.88,2.30086,1.45815
49.881,2.30082,1.45812
49.882,2.30078,1.4581
49.883,2.30075,1.45808
49.884,2.30071,1.45805
49.885,2.30068,1.45803
49.886,2.30064,1.45801
49.887,2.30061,1.45798
49.888,2.30057,1.45796
49.889,2.30053,1.45794
49.89,2.3005,1.45791
49.891,2.30046,1.45789
49.892,2.30043,1.45787
49.893,2.30039,1.45784
49.894,2.30036,1.45782
49.895,2.30032,1.4578
49.896,2.30029,1.45777
49.897,2.30025,1.45775
49.898,2.30021,1.45773
49.899,2.30018,1.4577
49.9,2.30014,1.45768
49.901,2.30011,1.45766
49.902,2.30007,1.45763
49.903,2.30004,1.45761
49.904,2.3,1.45759
49.905,2.29996,1.45756
49.906,2.29993,1.45754
49.907,2.29989,1.45752
49.908,2.29986,1.45749
49.909,2.29982,1.45747
49.91,2.29979,1.45745
49.911,2.29975,1.45742
49.912,2.29971,1.4574
49.913,2.29968,1.45738
49.914,2.29964,1.45735
49.915,2.29961,1.45733
49.916,2.29957,1.45731
49.917,2.29954,1.45728
49.918,2.2995,1.45726
49.919,2.29946,1.45724
49.92,2.29943,1.45721
49.921,2.29939,1.45719
49.922,2.29936,1.45717
49.923,2.29932,1.45714
49.924,2.29929,1.45712
49.925,2.29925,1.4571
49.926,2.29921,1.45707
49.927,2.29918,1.45705
49.928,2.29914,1.45703
49.929,2.29911,1.457
49.93,2.29907,1.45698
49.931,2.29904,1.45696
49.932,2.299,1.45693
49.933,2.29897,1.45691
49.934,2.29893,1.45689
49.935,2.29889,1.45687
49.936,2.29886,1.45684
49.937,2.29882,1.45682
49.938,2.29879,1.4568
49.939,2.29875,1.45677
49.94,2.29872,1.45675
49.941,2.29868,1.45673
49.942,2.29864,1.4567
49.943,2.29861,1.45668
49.944,2.29857,1.45666
49.945,2.29854,1.45663
49.946,2.2985,1.45661
49.947,2.29847,1.45659
49.948,2.29843,1.45656
49.949,2.2984,1.45654
49.95,2.29836,1.45652
49.951,2.29832,1.45649
49.952,2.29829,1.45647
49.953,2.29825,1.45645
49.954,2.29822,1.45642
49.955,2.29818,1.4564
49.956,2.29815,1.45638
49.957,2.29811,1.45635
49.958,2.29807,1.45633
49.959,2.29804,1.45631
49.96,2.298,1.45628
49.961,2.29797,1.45626
49.962,2.29793,1.45624
49.963,2.2979,1.45621
49.964,2.29786,1.45619
49.965,2.29783,1.45617
49.966,2.29779,1.45614
49.967,2.29775,1.45612
49.968,2.29772,1.4561
49.969,2.29768,1.45607
49.97,2.29765,1.45605
49.971,2.29761,1.45603
49.972,2.29758,1.456
49.973,2.29754,1.45598
49.974,2.2975,1.45596
49.975,2.29747,1.45594
49.976,2.29743,1.45591
49.977,2.2974,1.45589
49.978,2.29736,1.45587
49.979,2.29733,1.45584
49.98,2.29729,1.45582
49.981,2.29726,1.4558
49.982,2.29722,1.45577
49.983,2.29718,1.45575
49.984,2.29715,1.45573
49.985,2.29711,1.4557
49.986,2.29708,1.45568
49.987,2.29704,1.45566
49.988,2.29701,1.45563
49.989,2.29697,1.45561
49.99,2.29694,1.45559
49.991,2.2969,1.45556
49.992,2.29686,1.45554
49.993,2.29683,1.45552
49.994,2.29679,1.45549
49.995,2.29676,1.45547
49.996,2.29672,1.45545
49.997,2.29669,1.45542
49.998,2.29665,1.4554
49.999,2.29662,1.45538
50,2.29658,1.45535
50.001,2.29654,1.45533
50.002,2.29651,1.45531
50.003,2.29647,1.45529
50.004,2.29644,1.45526
50.005,2.2964,1.45524
50.006,2.29637,1.45522
50.007,2.29633,1.45519
50.008,2.2963,1.45517
50.009,2.29626,1.45515
50.01,2.29622,1.45512
50.011,2.29619,1.4551
50.012,2.29615,1.45508
50.013,2.29612,1.45505
50.014,2.29608,1.45503
50.015,2.29605,1.45501
50.016,2.29601,1.45498
50.017,2.29598,1.45496
50.018,2.29594,1.45494
50.019,2.2959,1.45491
50.02,2.29587,1.45489
50.021,2.29583,1.45487
50.022,2.2958,1.45484
50.023,2.29576,1.45482
50.024,2.29573,1.4548
50.025,2.29569,1.45477
50.026,2.29566,1.45475
50.027,2.29562,1.45473
50.028,2.29558,1.45471
50.029,2.29555,1.45468
50.03,2.29551,1.45466
50.031,2.29548,1.45464
50.032,2.29544,1.45461
50.033,2.29541,1.45459
50.034,2.29537,1.45457
50.035,2.29534,1.45454
50.036,2.2953,1.45452
50.037,2.29527,1.4545
50.038,2.29523,1.45447
50.039,2.29519,1.45445
50.04,2.29516,1.45443
50.041,2.29512,1.4544
50.042,2.29509,1.45438
50.043,2.29505,1.45436
50.044,2.29502,1.45433
50.045,2.29498,1.45431
50.046,2.29495,1.45429
50.047,2.29491,1.45426
50.048,2.29487,1.45424
50.049,2.29484,1.45422
50.05,2.2948,1.4542
50.051,2.29477,1.45417
50.052,2.29473,1.45415
50.053,2.2947,1.45413
50.054,2.29466,1.4541
50.055,2.29463,1.45408
50.056,2.29459,1.45406
50.057,2.29456,1.45403
50.058,2.29452,1.45401
50.059,2.29448,1.45399
50.06,2.29445,1.45396
50.061,2.29441,1.45394
50.062,2.29438,1.45392
50.063,2.29434,1.45389
50.064,2.29431,1.45387
50.065,2.29427,1.45385
50.066,2.29424,1.45382
50.067,2.2942,1.4538
50.068,2.29417,1.45378
50.069,2.29413,1.45376
50.07,2.29409,1.45373
50.071,2.29406,1.45371
50.072,2.29402,1.45369
50.073,2.29399,1.45366
50.074,2.29395,1.45364
50.075,2.29392,1.45362
